community_id,total_doctors_in_community,total_orgs_in_community,total_shared_doctors_in_community,zip,cty,st,lat,long
1238,5,2,1,92843,GARDEN GROVE,CA,33.763033,-117.9355
1239,4,2,1,64057,INDEPENDENCE,MO,39.069165,-94.35087
1240,9,3,2,32127,PORT ORANGE,FL,29.116361,-80.98175
1241,3,2,2,85260,SCOTTSDALE,AZ,33.606004,-111.88699
1242,4,2,1,95670,RANCHO CORDOVA,CA,38.605355,-121.28247
1243,4,2,1,76308,WICHITA FALLS,TX,33.859798,-98.54064
1244,3,2,1,08690,HAMILTON,NJ,40.225409,-74.65918
1245,5,3,2,07110,NUTLEY,NJ,40.8196,-74.15877
1246,3,2,1,78102,BEEVILLE,TX,28.426202,-97.74806
1247,4,2,2,45356,PIQUA,OH,40.156514,-84.24213
1248,76,5,7,32626,CHIEFLAND,FL,29.453178,-82.86837
1249,6,2,1,08028,GLASSBORO,NJ,39.700008,-75.11951
1250,78,7,19,21061,GLEN BURNIE,MD,39.164158,-76.6306
1251,11,2,1,33324,PLANTATION,FL,26.110631,-80.27469
1252,8,2,1,77338,HUMBLE,TX,30.005691,-95.28488
1253,3,2,2,83616,EAGLE,ID,43.705551,-116.36346
1254,9,3,2,48858,MT PLEASANT,MI,43.60616,-84.78306
1255,4,2,2,66502,MANHATTAN,KS,39.184986,-96.56932
1256,3,2,1,60134,GENEVA,IL,41.885728,-88.31957
1257,5,2,1,32578,NICEVILLE,FL,30.500901,-86.45335
1258,2,2,2,08401,ATLANTIC CITY,NJ,39.364966,-74.43903
1259,22,3,3,75703,TYLER,TX,32.264365,-95.31347
1260,39,3,2,08840,METUCHEN,NJ,40.543354,-74.3587
1261,43,4,24,29406,NORTH CHARLESTON,SC,32.918757,-80.0228
1262,3,2,1,39759,STARKVILLE,MS,33.450215,-88.82383
1263,9,2,2,24273,NORTON,VA,36.942047,-82.63138
1264,5,2,2,96792,WAIANUE,HI,21.434246,-158.17092
1265,10,3,2,85704,TUCSON,AZ,32.32764,-110.98801
1266,29,2,1,02852,NORTH KINGSTOWN,RI,41.589701,-71.454
1267,55,7,7,84790,ST GEORGE,UT,37.075039,-113.55568
1268,34,4,3,19090,WILLOW GROVE,PA,40.145859,-75.1216
1269,2,2,2,50312,DES MOINES,IA,41.587039,-93.67356
1270,6,3,3,02886,WARWICK,RI,41.705478,-71.45119
1271,10,3,3,46383,VALPARAISO,IN,41.47339,-87.03165
1272,6,2,1,11713,BELLPORT,NY,40.771447,-72.94663
1273,38,3,2,32927,COCOA,FL,28.47123,-80.79887
1274,16,2,4,42141,GLASGOW,KY,36.970776,-85.91232
1275,16,2,1,97103,ASTORIA,OR,46.155007,-123.7417
1276,9,3,4,77002,HOUSTON,TX,29.755578,-95.36531
1277,64,11,15,19152,PHILADELPHIA,PA,40.059611,-75.04837
1278,2,2,2,92220,BANNING,CA,33.920803,-116.87897
1279,7,2,6,48093,WARREN,MI,42.514885,-82.99768
1280,26,9,5,90277,REDONDO BEACH,CA,33.828815,-118.38322
1281,5,2,1,78414,CORPUS CHRISTI,TX,27.672334,-97.37051
1282,6,2,1,94108,SAN FRANCISCO,CA,37.792678,-122.40793
1283,38,3,2,88310,ALAMOGORDO,NM,32.839921,-105.97561
1284,7,2,1,71901,HOT SPRINGS,AR,34.506487,-93.01941
1285,13,4,3,10022,NEW YORK,NY,40.759015,-73.96732
1286,6,2,1,38701,GREENVILLE,MS,33.380388,-91.05187
1287,3,2,3,28337,ELIZABETHTOWN,NC,34.647611,-78.58643
1288,19,2,3,78550,HARLINGEN,TX,26.206602,-97.68776
1289,14,2,1,13601,WATERTOWN,NY,43.976735,-75.91199
1290,12,3,3,07013,CLIFTON,NJ,40.868699,-74.17102
1291,10,2,1,93292,VISALIA,CA,36.358928,-119.24027
1292,6,2,1,12208,ALBANY,NY,42.654978,-73.80053
1293,6,2,1,60462,ORLAND PARK,IL,41.623532,-87.83542
1294,6,2,2,14450,FAIRPORT,NY,43.091714,-77.43483
1295,4,2,1,20904,SILVER SPRING,MD,39.069108,-76.97834
1296,24,4,3,18042,EASTON,PA,40.681798,-75.22082
1297,10,2,2,99515,ANCHORAGE,AK,61.122943,-149.88852
1298,6,2,1,97211,PORTLAND,OR,45.56544,-122.64635
1299,7,2,1,46256,INDIANAPOLIS,IN,39.907838,-86.01405
1300,10,2,1,97031,HOOD RIVER,OR,45.673147,-121.5368
1301,7,2,2,60015,DEERFIELD,IL,42.169325,-87.86556
1302,5,2,1,77429,CYPRESS,TX,29.982746,-95.66597
1303,5,2,3,83301,TWIN FALLS,ID,42.530288,-114.47509
1304,5,2,1,33165,MIAMI,FL,25.734828,-80.3583
1305,4,2,1,56308,ALEXANDRIA,MN,45.88645,-95.38287
1306,10,2,8,02302,BROCKTON,MA,42.08715,-71.00222
1307,2,2,2,94041,LAYTON,UT,37.38949,-122.07846
1308,5,2,1,75094,MURPHY,TX,33.009681,-96.61113
1309,11,2,1,10038,NEW YORK,NY,40.709677,-74.00365
1310,16,3,2,38801,TUPELO,MS,34.23615,-88.75665
1311,13,2,2,66215,LENEXA,KS,38.961006,-94.74145
1312,25,2,2,95350,MODESTO,CA,37.671778,-121.01249
1313,3,2,1,11572,OCEANSIDE,NY,40.636286,-73.6374
1314,3,2,1,43023,GRANVILLE,OH,40.070985,-82.52134
1315,42,2,3,33607,TAMPA,FL,27.963798,-82.49537
1316,13,3,2,99654,WASILLA,AK,61.580187,-149.48821
1317,18,2,1,14221,WILLIAMSVILLE,NY,42.977456,-78.73356
1318,12,3,1,60560,YORKVILLE,IL,41.631342,-88.43996
1319,66,7,6,92663,NEWPORT BEACH,CA,33.619221,-117.93087
1320,8,2,1,80538,LOVELAND,CO,40.435645,-105.08726
1321,13,2,1,19046,JENKINTOWN,PA,40.09811,-75.10949
1322,91,7,26,78411,CORPUS CHRISTI,TX,27.733058,-97.38542
1323,3,2,1,60056,MOUNT PROSPECT,IL,42.065427,-87.93621
1324,5,2,1,19610,WYOMISSING,PA,40.335023,-75.97099
1325,14,2,8,30901,AUGUSTA,GA,33.461121,-81.97265
1326,10,2,3,82009,CHEYENNE,WY,41.275932,-104.88279
1327,4,2,1,74017,CLAREMORE,OK,36.327143,-95.61192
1328,8,2,1,68701,NORFOLK,NE,42.026209,-97.41741
1329,11,3,3,06705,WOLCOTT,CT,41.54903,-72.99861
1330,20,3,2,90720,LOS ALAMITOS,CA,33.794028,-118.07218
1331,6,2,1,62881,SALEM,IL,38.623789,-88.95361
1332,35,2,1,48640,MIDLAND,MI,43.605457,-84.27234
1333,16,2,1,07675,WESTWOOD,NJ,40.99904,-74.03291
1334,4,2,1,48170,PLYMOUTH,MI,42.370837,-83.4856
1335,4,2,1,07457,RIVERDALE,NJ,40.990032,-74.31023
1336,3,2,1,19380,WEST CHESTER,PA,39.983108,-75.59332
1337,6,2,4,55912,AUSTIN,MN,43.671988,-92.97908
1338,8,2,1,10601,WHITE PLAINS,NY,41.032489,-73.76454
1339,3,2,1,80907,COLORADO SPRINGS,CO,38.873692,-104.81869
1340,30,2,1,59901,KALISPELL,MT,48.201414,-114.32202
1341,3,2,1,39466,PICAYUNE,MS,30.52798,-89.66611
1342,9,2,2,60631,CHICAGO,IL,41.99623,-87.81091
1343,2,2,2,76802,EARLY,TX,31.747887,-98.93928
1344,5,2,1,29223,COLUMBIA,SC,34.084069,-80.93286
1345,3,2,3,63640,FARMINGTON,MO,37.779206,-90.41404
1346,8,2,1,97141,TILLAMOOK,OR,45.459109,-123.80389
1347,5,2,1,07024,FORT LEE,NJ,40.849879,-73.97501
1348,10,2,2,34677,OLDSMAR,FL,28.042799,-82.67737
1349,16,2,1,85014,PHOENIX,AZ,33.511325,-112.05711
1350,7,2,1,60035,HIGHLAND PARK,IL,42.181875,-87.80956
1351,2,2,2,17772,TURBOTVILLE,PA,41.104021,-76.73831
1352,26,4,3,83402,IDAHO FALLS,ID,43.497685,-112.07391
1353,6,2,6,33410,PALM BEACH GARDENS,FL,26.839588,-80.08824
1354,23,3,2,98685,VANCOUVER,WA,45.709555,-122.68473
1355,9,3,1,10022,NEW YORK,NY,40.759015,-73.96732
1356,7,4,3,85716,TUCSON,AZ,32.242275,-110.92533
1357,22,2,1,36117,MONTGOMERY,AL,32.373714,-86.16443
1358,45,4,3,52803,DAVENPORT,IA,41.538582,-90.56223
1359,9,2,1,93436,LOMPOC,CA,34.639682,-120.4471
1360,9,2,2,29607,GREENVILLE,SC,34.825592,-82.34099
1361,3,2,2,96826,HONOLULU,HI,21.2951,-157.83066
1362,8,2,1,77505,PASADENA,TX,29.650492,-95.14632
1363,5,2,1,19154,PHILADELPHIA,PA,40.09146,-74.97719
1364,6,2,1,33308,FORT LAUDERDALE,FL,26.191111,-80.10846
1365,49,2,1,78229,SAN ANTONIO,TX,29.499454,-98.57166
1366,6,4,4,19018,SECANE,PA,39.922862,-75.29639
1367,28,3,2,85260,SCOTTSDALE,AZ,33.606004,-111.88699
1368,17,4,3,84015,CLINTON,UT,41.126476,-112.04427
1369,3,2,1,85037,PHOENIX,AZ,33.493006,-112.25539
1370,11,3,4,76205,DENTON,TX,33.16156,-97.10376
1371,35,3,1,60563,NAPERVILLE,IL,41.794885,-88.16188
1372,10,2,2,77094,HOUSTON,TX,29.770722,-95.6988
1373,10,3,3,40203,LOUISVILLE,KY,38.248106,-85.7665
1374,4,2,4,21401,ANNAPOLIS,MD,38.997511,-76.49803
1375,3,2,1,91748,ROWLAND HEIGHTS,CA,33.985012,-117.89705
1376,5,2,1,69301,ALLIANCE,NE,42.13928,-102.84937
1377,19,3,2,72301,WEST MEMPHIS,AR,35.150009,-90.17636
1378,13,2,1,64068,LIBERTY,MO,39.246179,-94.41763
1379,6,2,1,56601,BEMIDJI,MN,47.504496,-94.87105
1380,5,2,5,33950,PUNTA GORDA,FL,26.914393,-82.04106
1381,5,3,5,23230,RICHMOND,VA,37.580346,-77.48831
1382,9,5,3,20747,FORESTVILLE,MD,38.855479,-76.88621
1383,6,2,1,30342,ATLANTA,GA,33.879003,-84.37203
1384,3,2,3,55767,MOOSE LAKE,MN,46.44429,-92.7699
1385,10,2,1,07920,BASKING RIDGE,NJ,40.6789,-74.57039
1386,16,5,4,48609,SAGINAW,MI,43.40153,-84.09438
1387,12,2,1,43017,DUBLIN,OH,40.109478,-83.12713
1388,5,2,3,68118,OMAHA,NE,41.263194,-96.17108
1389,79,6,64,37205,NASHVILLE,TN,36.113558,-86.86207
1390,23,2,5,62040,GRANITE CITY,IL,38.720938,-90.11431
1391,23,5,4,55901,ROCHESTER,MN,44.048931,-92.49459
1392,4,2,1,11786,SHOREHAM,NY,40.94993,-72.89533
1393,5,2,1,48071,MADISON HEIGHTS,MI,42.501385,-83.10474
1394,4,2,1,33913,FORT MYERS,FL,26.542097,-81.69984
1395,7,2,1,57049,DAKOTA DUNES,SD,42.524771,-96.49955
1396,14,3,2,92122,SAN DIEGO,CA,32.856447,-117.21143
1397,8,5,4,27529,GARNER,NC,35.679194,-78.60246
1398,6,3,2,48025,BEVERLY HILLS,MI,42.524134,-83.25454
1399,6,3,2,27406,GREENSBORO,NC,36.022863,-79.77895
1400,4,2,1,60563,NAPERVILLE,IL,41.794885,-88.16188
1401,5,2,1,05701,RUTLAND,VT,43.617302,-72.96325
1402,20,4,3,99654,WASILLA,AK,61.580187,-149.48821
1403,8,2,3,98502,OLYMPIA,WA,47.071484,-122.97702
1404,4,3,3,08527,JACKSON,NJ,40.11597,-74.32251
1405,13,3,1,51632,CLARINDA,IA,40.738639,-95.03595
1406,9,2,1,98003,FEDERAL WAY,WA,47.311072,-122.31188
1407,18,3,4,83001,JACKSON,WY,43.468383,-110.75714
1408,47,2,1,12401,KINGSTON,NY,41.932315,-74.02259
1409,5,2,1,75150,MESQUITE,TX,32.818392,-96.63355
1410,6,3,1,34232,SARASOTA,FL,27.321313,-82.47648
1411,15,2,1,62901,CARBONDALE,IL,37.707763,-89.19246
1412,5,2,3,98405,TACOMA,WA,47.248953,-122.46599
1413,20,4,3,32246,JACKSONVILLE,FL,30.296911,-81.52228
1414,17,2,1,34109,NAPLES,FL,26.240637,-81.76663
1415,14,3,1,37650,ERWIN,TN,36.128301,-82.4273
1416,27,3,2,21045,COLUMBIA,MD,39.207523,-76.82527
1417,92,3,2,48114,BRIGHTON,MI,42.566097,-83.75725
1418,7,3,2,35756,MADISON,AL,34.630103,-86.80159
1419,8,2,1,19963,MILFORD,DE,38.922806,-75.41449
1420,6,2,1,14618,ROCHESTER,NY,43.116713,-77.55904
1421,4,2,1,70546,JENNINGS,LA,30.242533,-92.66375
1422,7,2,1,42223,FORT CAMPBELL,KY,36.654943,-87.46188
1423,16,2,1,87505,SANTA FE,NM,35.616662,-105.97926
1424,3,2,2,08820,EDISON,NJ,40.575503,-74.35781
1425,2,2,2,76234,DECATUR,TX,33.263039,-97.55657
1426,4,4,3,08869,RARITAN,NJ,40.571302,-74.6374
1427,19,3,16,44718,CANTON,OH,40.850683,-81.43773
1428,9,2,1,91901,ALPINE,CA,32.823102,-116.73864
1429,9,2,1,39180,VICKSBURG,MS,32.292761,-90.87184
1430,4,2,1,08086,WEST DEPTFORD,NJ,39.849156,-75.18159
1431,3,2,1,65065,OSAGE BEACH,MO,38.130807,-92.66935
1432,29,2,1,11021,GREAT NECK,NY,40.787068,-73.72577
1433,3,2,1,93720,FRESNO,CA,36.865587,-119.75917
1434,9,2,1,67211,WICHITA,KS,37.667175,-97.31917
1435,14,2,1,43055,NEWARK,OH,40.079115,-82.40054
1436,46,4,4,30241,LAGRANGE,GA,33.036715,-84.98895
1437,5,2,1,11801,HICKSVILLE,NY,40.763355,-73.52323
1438,7,2,1,15501,SOMERSET,PA,40.02847,-79.1105
1439,25,2,23,35801,HUNTSVILLE,AL,34.72879,-86.57316
1440,9,2,1,32578,NICEVILLE,FL,30.500901,-86.45335
1441,7,2,1,35016,ARAB,AL,34.323715,-86.49278
1442,6,2,1,22033,FAIRFAX,VA,38.874879,-77.38642
1443,21,3,2,95823,SACRAMENTO,CA,38.477508,-121.44561
1444,5,2,1,83605,CALDWELL,ID,43.658834,-116.67755
1445,3,2,2,08833,LEBANON,NJ,40.643314,-74.82345
1446,150,8,15,48183,TRENTON,MI,42.137071,-83.21446
1447,6,2,1,32162,THE VILLAGES,FL,28.945246,-81.987609
1448,67,2,1,40202,LOUISVILLE,KY,38.252854,-85.75137
1449,30,5,4,22192,WOODBRIDGE,VA,38.678451,-77.30657
1450,11,2,1,15220,PITTSBURGH,PA,40.430822,-80.04453
1451,24,5,3,78602,BASTROP,TX,30.120443,-97.30991
1452,19,2,1,68114,OMAHA,NE,41.264531,-96.04798
1453,4,3,4,27265,HIGH POINT,NC,36.017647,-80.00628
1454,21,2,1,07009,CEDAR GROVE,NJ,40.855854,-74.22898
1455,4,3,1,07663,SADDLE BROOK,NJ,40.904131,-74.09474
1456,17,2,1,59937,WHITEFISH,MT,48.409454,-114.43069
1457,27,5,5,58201,GRAND FORKS,ND,47.899217,-97.05896
1458,17,4,3,10583,SCARSDALE,NY,40.98845,-73.79716
1459,12,2,1,91335,RESEDA,CA,34.200104,-118.54099
1460,9,2,1,57501,PIERRE,SD,44.425356,-100.29145
1461,8,2,1,19067,YARDLEY,PA,40.214661,-74.81812
1462,55,4,23,22304,ALEXANDRIA,VA,38.813013,-77.11667
1463,7,2,1,50158,MARSHALLTOWN,IA,42.042506,-92.90646
1464,25,5,1,34667,BAYONET POINT,FL,28.372441,-82.66603
1465,3,2,1,11372,JACKSON HEIGHTS,NY,40.750146,-73.88433
1466,163,9,79,60540,NAPERVILLE,IL,41.764779,-88.14579
1467,5,2,1,89149,LAS VEGAS,NV,36.266266,-115.28656
1468,13,3,10,85308,GLENDALE,AZ,33.657722,-112.17825
1469,9,3,1,21502,CUMBERLAND,MD,39.646587,-78.77398
1470,14,4,3,83704,BOISE,ID,43.63123,-116.28716
1471,3,2,1,02818,E GREENWICH,RI,41.649733,-71.46815
1472,6,2,4,78229,SAN ANTONIO,TX,29.499454,-98.57166
1473,10,4,3,90293,PLAYA DEL REY,CA,33.957012,-118.44167
1474,5,2,1,84032,HEBER CITY,UT,40.511413,-111.33259
1475,3,2,1,78251,SAN ANTONIO,TX,29.466061,-98.67004
1476,20,14,8,33155,MIAMI,FL,25.739011,-80.30685
1477,3,2,1,30519,BUFORD,GA,34.089419,-83.94701
1478,5,2,1,34952,PORT SAINT LUCIE,FL,27.291694,-80.29691
1479,4,2,1,76028,BURLESON,TX,32.535841,-97.30681
1480,4,2,1,32407,PANAMA CITY BEACH,FL,30.196771,-85.81279
1481,15,2,1,48820,DEWITT,MI,42.842438,-84.58612
1482,3,2,1,30165,ROME,GA,34.281423,-85.23825
1483,9,2,1,33912,FORT MYERS,FL,26.501582,-81.82841
1484,10,3,2,11756,LEVITTOWN,NY,40.724883,-73.51739
1485,3,2,1,98499,LAKEWOOD,WA,47.16632,-122.50844
1486,2,2,2,20745,OXON HILL,MD,38.80758,-76.99193
1487,18,3,3,59901,KALISPELL,MT,48.201414,-114.32202
1488,6,3,5,70563,NEW IBERIA,LA,30.022348,-91.78314
1489,4,2,2,92262,PALM SPRINGS,CA,33.842984,-116.54344
1490,4,2,1,43221,UPPER ARLINGTON,OH,40.02063,-83.07655
1491,3,2,1,98466,FIRCREST,WA,47.230402,-122.53272
1492,5,3,2,45715,BEVERLY,OH,39.58849,-81.62932
1493,7,2,1,38655,OXFORD,MS,34.345016,-89.50735
1494,7,2,4,34428,CRYSTAL RIVER,FL,28.95138,-82.61213
1495,4,2,2,78665,ROUND ROCK,TX,30.219829,-98.358613
1496,20,2,1,76502,TEMPLE,TX,31.086483,-97.40076
1497,7,2,1,11772,PATCHOGUE,NY,40.770898,-73.00213
1498,12,2,12,37174,SPRING HILL,TN,35.73062,-86.91144
1499,23,3,4,00736,CAYEY,PR,18.112895,-66.15377
1500,3,2,1,90048,LOS ANGELES,CA,34.073759,-118.37376
1501,45,2,42,92663,NEWPORT BEACH,CA,33.619221,-117.93087
1502,5,2,1,37075,HENDERSONVILLE,TN,36.311047,-86.61173
1503,11,3,2,62002,ALTON,IL,38.906065,-90.15909
1504,3,2,3,82601,CASPER,WY,42.896822,-106.29799
1505,4,3,4,47660,OAKLAND CITY,IN,38.323439,-87.34145
1506,4,2,1,38901,GRENADA,MS,33.77132,-89.80301
1507,3,2,1,84074,TOOELE,UT,40.560528,-112.29455
1508,13,3,2,48381,MILFORD,MI,42.571402,-83.59318
1509,8,2,1,29464,MOUNT PLEASANT,SC,32.813518,-79.85899
1510,5,2,3,75460,PARIS,TX,33.660274,-95.55958
1511,7,2,1,71463,OAKDALE,LA,30.806617,-92.65224
1512,10,3,6,08837,EDISON,NJ,40.529355,-74.33844
1513,8,2,2,21702,FREDERICK,MD,39.451934,-77.442
1514,3,2,1,19401,NORRISTOWN,PA,40.123708,-75.33843
1515,4,2,1,93036,OXNARD,CA,34.22942,-119.178814
1516,8,3,4,93010,CAMARILLO,CA,34.231754,-119.05258
1517,8,2,1,80237,DENVER,CO,39.643637,-104.90406
1518,3,2,2,19136,PHILADELPHIA,PA,40.041111,-75.02644
1519,3,2,1,72830,CLARKSVILLE,AR,35.490105,-93.4851
1520,5,2,1,98901,YAKIMA,WA,46.616199,-120.46481
1521,3,2,1,98022,ENUMCLAW,WA,47.193729,-121.91915
1522,4,2,3,19520,ELVERSON,PA,40.157078,-75.80669
1523,12,3,2,33014,MIAMI LAKES,FL,25.902172,-80.30732
1524,21,4,4,28704,ARDEN,NC,35.459869,-82.54142
1525,8,2,1,63117,SAINT LOUIS,MO,38.628402,-90.32636
1526,9,2,1,91331,PACOIMA,CA,34.254751,-118.42406
1527,3,2,1,78550,HARLINGEN,TX,26.206602,-97.68776
1528,5,2,1,62948,HERRIN,IL,37.804014,-89.02702
1529,7,2,1,14127,ORCHARD PARK,NY,42.759917,-78.75294
1530,5,2,1,47802,TERRE HAUTE,IN,39.393237,-87.3977
1531,10,5,8,66223,OVERLAND PARK,KS,38.860552,-94.66594
1532,4,2,1,98632,LONGVIEW,WA,46.156082,-122.98043
1533,10,4,6,02720,FALL RIVER,MA,41.716952,-71.13986
1534,4,3,1,70808,BATON ROUGE,LA,30.411391,-91.1497
1535,13,2,1,73034,EDMOND,OK,35.683768,-97.44686
1536,8,3,2,94566,PLEASANTON,CA,37.658898,-121.87149
1537,66,2,1,65101,JEFFERSON CITY,MO,38.535897,-92.13905
1538,41,4,3,48315,SHELBY TOWNSHIP,MI,42.662902,-82.99392
1539,5,3,3,75251,DALLAS,TX,32.919104,-96.77497
1540,3,2,2,97302,SALEM,OR,44.906492,-123.05129
1541,29,2,1,08816,EAST BRUNSWICK,NJ,40.434239,-74.40504
1542,9,2,1,78745,AUSTIN,TX,30.207559,-97.79575
1543,11,7,10,84123,TAYLORSVILLE,UT,40.659514,-111.92226
1544,4,2,2,18708,SHAVERTOWN,PA,41.305822,-75.94148
1545,8,2,1,33626,TAMPA,FL,28.052799,-82.61135
1546,7,2,2,96813,HONOLULU,HI,21.313033,-157.85615
1547,3,3,3,11206,BROOKLYN,NY,40.702348,-73.94288
1548,2,2,2,67124,PRATT,KS,37.642738,-98.75394
1549,6,2,1,89146,LAS VEGAS,NV,36.141119,-115.22493
1550,4,2,2,90027,LOS ANGELES,CA,34.111208,-118.28842
1551,13,3,2,19034,FT WASHINGTON,PA,40.13477,-75.20374
1552,45,2,1,02886,WARWICK,RI,41.705478,-71.45119
1553,6,2,1,48375,NOVI,MI,42.462734,-83.45865
1554,14,3,3,75252,DALLAS,TX,32.998132,-96.79088
1555,10,3,2,91356,TARZANA,CA,34.164255,-118.54472
1556,3,2,1,31539,HAZLEHURST,GA,31.844772,-82.59809
1557,5,3,2,20876,GERMANTOWN,MD,39.191769,-77.24329
1558,18,4,3,48208,DETROIT,MI,42.348937,-83.08994
1559,14,2,1,02452,WALTHAM,MA,42.392496,-71.22153
1560,4,2,2,48101,ALLEN PARK,MI,42.254788,-83.21027
1561,26,2,1,37909,KNOXVILLE,TN,35.947846,-84.01554
1562,24,4,3,71101,SHREVEPORT,LA,32.505352,-93.74861
1563,9,2,1,89106,LAS VEGAS,NV,36.184219,-115.16292
1564,9,2,1,85015,PHOENIX,AZ,33.50689,-112.10262
1565,6,2,3,47630,NEWBURG,IN,37.958873,-87.37998
1566,5,2,1,37160,SHELBYVILLE,TN,35.47066,-86.45974
1567,12,6,5,08619,HAMILTON,NJ,40.240558,-74.69588
1568,44,2,1,33431,BOCA RATON,FL,26.381304,-80.09623
1569,5,2,1,90712,LAKEWOOD,CA,33.851965,-118.1468
1570,9,4,2,36117,MONTGOMERY,AL,32.373714,-86.16443
1571,9,2,1,21601,EASTON,MD,38.777863,-76.0782
1572,7,2,1,44870,SANDUSKY,OH,41.42646,-82.71083
1573,7,2,1,68154,OMAHA,NE,41.264952,-96.11422
1574,6,2,5,46321,MUNSTER,IN,41.551457,-87.50143
1575,30,5,4,33431,BOCA RATON,FL,26.381304,-80.09623
1576,5,2,1,02780,TAUNTON,MA,41.904888,-71.10288
1577,3,2,3,29910,BLUFFTON,SC,32.241315,-80.87404
1578,6,3,2,68114,OMAHA,NE,41.264531,-96.04798
1579,3,2,1,44278,TALLMADGE,OH,41.093156,-81.42692
1580,58,8,19,95356,MODESTO,CA,37.704138,-121.02187
1581,4,2,2,34480,OCALA,FL,29.12295,-82.0816
1582,5,2,1,60559,WESTMONT,IL,41.795358,-87.97778
1583,8,3,2,00736,CAYEY,PR,18.112895,-66.15377
1584,17,2,6,34996,STUART,FL,27.195927,-80.21143
1585,5,2,3,24740,PRINCETON,WV,37.368167,-81.07307
1586,3,2,2,77566,LAKE JACKSON,TX,29.036879,-95.44103
1587,3,2,2,78130,NEW BRAUNFELS,TX,29.699844,-98.10754
1588,8,2,1,85028,PHOENIX,AZ,33.585037,-112.00815
1589,4,2,1,96813,HONOLULU,HI,21.313033,-157.85615
1590,7,3,3,20707,LAUREL,MD,39.098475,-76.86571
1591,7,4,2,75965,NACOGDOCHES,TX,31.649582,-94.638278
1592,6,2,2,05001,WHITE RIVER JUNCTION,VT,43.662892,-72.36825
1593,2,2,2,90048,WEST HOLLYWOOD,CA,34.073759,-118.37376
1594,12,2,11,82601,CASPER,WY,42.896822,-106.29799
1595,8,3,4,96814,HONOLULU,HI,21.300167,-157.84777
1596,8,5,5,98383,SILVERDALE,WA,47.667257,-122.69055
1597,4,2,1,90232,CULVER CITY,CA,34.021611,-118.39168
1598,26,5,3,33803,LAKELAND,FL,28.015032,-81.95206
1599,17,2,1,25526,HURRICANE,WV,38.427011,-81.9896
1600,11,4,2,21162,WHITE MARSH,MD,39.387307,-76.41236
1601,2,2,2,75137,DUNCANVILLE,TX,32.634835,-96.91343
1602,25,2,1,92653,LAGUNA HILLS,CA,33.602823,-117.71295
1603,15,3,7,08724,BRICK,NJ,40.087794,-74.10981
1604,49,3,2,67260,WICHITA,KS,37.693588,-97.480419
1605,10,6,6,93309,BAKERSFIELD,CA,35.340759,-119.06497
1606,7,2,1,46360,MICHIGAN CITY,IN,41.707539,-86.87902
1607,8,2,1,01301,GREENFIELD,MA,42.605524,-72.60098
1608,6,2,1,64064,LEES SUMMIT,MO,38.98861,-94.36474
1609,5,2,1,21230,BALTIMORE,MD,39.273107,-76.62613
1610,7,2,1,34285,VENICE,FL,27.091783,-82.44846
1611,6,2,1,22482,KILMARNOCK,VA,37.733327,-76.34389
1612,6,3,1,77015,HOUSTON,TX,29.778526,-95.18118
1613,3,2,2,50702,WATERLOO,IA,42.475886,-92.33578
1614,24,5,9,11372,JACKSON HEIGHTS,NY,40.750146,-73.88433
1615,3,2,1,95370,SONORA,CA,37.995238,-120.3437
1616,2,2,2,77598,WEBSTER,TX,29.539581,-95.13467
1617,13,3,2,20850,ROCKVILLE,MD,39.093408,-77.1718
1618,3,2,1,91754,MONTEREY PARK,CA,34.048207,-118.14161
1619,17,3,2,89005,BOULDER CITY,NV,35.968615,-114.83354
1620,3,2,2,90255,HUNTINGTON PARK,CA,33.978404,-118.21773
1621,12,2,1,49224,ALBION,MI,42.261257,-84.75151
1622,14,3,3,89052,HENDERSON,NV,35.979863,-115.09895
1623,7,2,1,33707,SOUTH PASADENA,FL,27.756505,-82.71764
1624,3,2,1,07921,BEDMINSTER,NJ,40.652301,-74.653
1625,6,2,1,97401,EUGENE,OR,44.06092,-123.08275
1626,41,6,10,85364,YUMA,AZ,32.704499,-114.64644
1627,10,2,1,64068,LIBERTY,MO,39.246179,-94.41763
1628,15,4,3,30012,CONYERS,GA,33.696714,-84.01732
1629,24,3,7,79902,EL PASO,TX,31.775458,-106.4945
1630,2,2,2,37381,SPRING CITY,TN,35.68801,-84.82777
1631,4,2,1,96789,MILILANI,HI,21.459206,-158.0116
1632,9,4,4,91316,ENCINO,CA,34.168753,-118.51636
1633,4,2,1,18517,TAYLOR,PA,41.391279,-75.71535
1634,5,2,5,08210,CAPE MAY COURT HOUSE,NJ,39.081754,-74.83658
1635,4,2,1,38301,JACKSON,TN,35.60758,-88.81959
1636,10,5,4,54456,NEILLSVILLE,WI,44.553719,-90.61457
1637,19,2,1,92691,MISSION VIEJO,CA,33.611272,-117.66681
1638,6,2,1,24501,LYNCHBURG,VA,37.390209,-79.16132
1639,5,2,2,95207,STOCKTON,CA,38.004172,-121.3237
1640,9,2,1,07960,MORRISTOWN,NJ,40.79215,-74.48559
1641,4,2,4,45236,CINCINNATI,OH,39.205109,-84.39512
1642,6,2,1,36330,ENTERPRISE,AL,31.32579,-85.84117
1643,8,2,1,48327,WATERFORD,MI,42.642764,-83.40273
1644,4,2,1,87571,TAOS,NM,36.414942,-105.5808
1645,3,2,1,76258,PILOT POINT,TX,33.385645,-96.95213
