npi,lst_nm,frst_nm,gndr,cred,med_sch,grd_yr,pri_spec,quality_score,promoting_interoperability_score,cost_score,improvement_activities_score,overall_mips_score,community_id
1922070424,JONES,JANA,F,,OTHER,2005.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,86.8,40.0,100.0,125
1649687914,GOLOSHCHAPOV,DENYS,M,,OTHER,2010.0,ANESTHESIOLOGY,100.0,100.0,100.0,40.0,100.0,125
1811921125,LAVALETTE,SARAH,F,CNA,OTHER,1993.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,,40.0,100.0,125
1922302926,BAILEY,LEWIS,M,,OTHER,2010.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,87.3,40.0,100.0,125
1922347400,KHAN,FAHAD,M,,OTHER,2013.0,INTERNAL MEDICINE,100.0,100.0,55.3,40.0,100.0,277
1780707174,DALE,WHEELER,M,MD,OTHER,1985.0,PULMONARY DISEASE,100.0,100.0,95.9,40.0,100.0,277
1790950715,ABOU DAYA,IBRAHIM,M,,OTHER,1996.0,PULMONARY DISEASE,100.0,100.0,86.9,40.0,100.0,277
1275707978,HARTSHORN,ALENDIA,F,,OTHER,2008.0,NEUROLOGY,100.0,100.0,,40.0,100.0,277
1649293838,CARLIN,CHRISTOPHER,M,PA,OTHER,1995.0,PHYSICIAN ASSISTANT,100.0,100.0,76.4,40.0,100.0,277
1891026795,GROELLER,ASHLEY,F,,OTHER,2009.0,PHYSICIAN ASSISTANT,100.0,100.0,100.0,40.0,100.0,277
1962897264,HORANI,OMAR,M,,OTHER,2011.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,277
1619141124,DISHON,VICKI,F,,OTHER,1999.0,PHYSICIAN ASSISTANT,100.0,100.0,,40.0,100.0,277
1427345982,JOHNSON,CHRISTOPHER,M,,MICHIGAN STATE UNIVERSITY COLLEGE OF OSTEOPATHIC MEDICINE,2011.0,ORTHOPEDIC SURGERY,100.0,100.0,78.6,40.0,100.0,277
1508865890,LASALLE,CHRISTOPHER,M,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,1994.0,HAND SURGERY,100.0,100.0,83.6,40.0,100.0,277
1043415706,LIU,YU,M,,OTHER,1990.0,NEUROLOGY,100.0,100.0,83.6,40.0,100.0,277
1447420310,WIEGMAN,JARROD,M,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,2005.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,277
1780819920,BRADING,JOSEPH,M,,OTHER,2012.0,PULMONARY DISEASE,100.0,100.0,,40.0,100.0,277
1144480997,AZIZI,AIMEL,M,,OTHER,2007.0,INTERNAL MEDICINE,100.0,93.0,45.6,40.0,100.0,277
1033599113,HESS,MICHAEL,M,,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,2015.0,INTERNAL MEDICINE,100.0,100.0,76.4,40.0,100.0,277
1437114824,SISKRON,FREDRIC,M,MD,LOUISIANA STATE UNIVERSITY SCHOOL OF MEDICINE IN SHREVEPORT,1997.0,UROLOGY,100.0,100.0,73.7,40.0,100.0,277
1467485425,SPARKS,DOUGLAS,M,MD,UNIVERSITY OF ARKANSAS COLLEGE OF MEDICINE,1987.0,GENERAL SURGERY,100.0,100.0,76.4,40.0,100.0,277
1003026493,BERDAHL,DANIELLE,F,,OTHER,2004.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,86.5,40.0,100.0,277
1053454934,PRABHAKAR,PUNAM,F,,OTHER,1999.0,NEUROLOGY,100.0,100.0,,40.0,100.0,277
1225235013,CHEEZUM,MICHAEL,M,,OTHER,2007.0,CARDIOVASCULAR DISEASE (CARDIOLOGY),100.0,100.0,90.3,40.0,100.0,277
1013928043,ALLEN,PATRICIA,F,NP,OTHER,2002.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,40
1013008754,CURRIE,TULLY,M,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,2003.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,1503
1114436672,GILES,THOMAS,M,,OTHER,2017.0,PHYSICIAN ASSISTANT,100.0,100.0,,40.0,100.0,1503
1427231638,BROOKS,CHARLES,M,,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,2004.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,1503
1508918673,ELLIOTT,AARON,M,,MEDICAL COLLEGE OF OHIO,2004.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,1503
1174842918,ELDER,THOMAS,M,,OTHER,2010.0,NURSE PRACTITIONER,100.0,100.0,100.0,40.0,100.0,40
1053670349,JONES,MELISSA,F,,OTHER,2012.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,40
1801872551,BLACK,CHRISTOPHER,M,,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,1993.0,EMERGENCY MEDICINE,100.0,100.0,70.7,40.0,100.0,40
1952738411,TRIMBLE,KORI,F,,OTHER,2013.0,PHYSICIAN ASSISTANT,100.0,100.0,,40.0,100.0,40
1932640091,STROWD,MARICELLA,F,,OTHER,2016.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,40
1063411601,MAGNET,ANDREW,M,MD,"VIRGINIA COMMONWEALTH UNIVERSITY, SCHOOL OF MEDICINE",2000.0,INTERNAL MEDICINE,100.0,100.0,77.7,40.0,100.0,40
1497729834,CAMPEN,THOMAS,M,MD,OTHER,1989.0,INTERNAL MEDICINE,100.0,100.0,94.1,40.0,100.0,40
1801872551,BLACK,CHRISTOPHER,M,,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,1993.0,EMERGENCY MEDICINE,100.0,100.0,70.7,40.0,100.0,98
1063739308,TRAN,THAISON,M,,"UNIVERSITY OF MISSOURI, KANSAS CITY, SCHOOL OF MEDICINE",2010.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1013394824,NGUYEN,BENJAMIN,M,,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,2015.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1023073665,JAMAL,KARIM,M,MD,OTHER,1990.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1053617571,TANAKA,RONALD,M,,UNIVERSITY OF HAWAII JOHN A. BURNS SCHOOL OF MEDICINE,2008.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1144468984,DAGGUBATI,SUBBA RAO,M,,OTHER,2003.0,EMERGENCY MEDICINE,100.0,100.0,100.0,40.0,100.0,98
1447218821,MULLER,MATTHEW,M,,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,2002.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1396062097,WEINER,DREW,M,,"TEXAS A & M UNIVERSITY SYSTEM, HSC, COLLEGE OF MEDICINE",2010.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1396036067,VU,BRIAN,M,,"TEXAS A & M UNIVERSITY SYSTEM, HSC, COLLEGE OF MEDICINE",2010.0,EMERGENCY MEDICINE,100.0,87.5,100.0,40.0,100.0,98
1801872551,BLACK,CHRISTOPHER,M,,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,1993.0,EMERGENCY MEDICINE,100.0,100.0,70.7,40.0,100.0,174
1972877025,YAWS,JENNIFER,F,,OTHER,2011.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,40
1730538216,BALYAN,RITA,F,,OTHER,2016.0,PHYSICIAN ASSISTANT,100.0,,100.0,40.0,100.0,193
1003968660,MCCARTHY,DANNY,M,DO,NEW YORK COLLEGE OF OSTEO MEDICINE OF NEW YORK INSTITUTE OF TECHNOLOGY,1997.0,DIAGNOSTIC RADIOLOGY,100.0,,100.0,40.0,100.0,186
1063564748,JACKSON,DAVID,M,,"UNIVERSITY OF CALIFORNIA, DAVIS SCHOOL OF MEDICINE",1985.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,186
1386674281,ZEE,DANIEL,M,MD,NEW YORK MEDICAL COLLEGE,1999.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,186
1376579433,SIDDIQI,SAIF,M,MD,TUFTS UNIVERSITY SCHOOL OF MEDICINE,1995.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,186
1265584825,PAIK,WILLIAM,M,,COLUMBIA UNIVERSITY COLLEGE OF PHYSICIANS AND SURGEONS,1994.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,186
1588813497,MCCUNE,HOLLY,F,,LOMA LINDA UNIVERSITY SCHOOL OF MEDICINE,2007.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,186
1760421432,KELLY,THOMAS,M,MD,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,1986.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,186
1578737102,SHEIKH,MOHD,M,,OTHER,2004.0,GENERAL SURGERY,100.0,100.0,63.3,40.0,100.0,186
1568540193,VANDERMOLEN,LOUIS,M,,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1980.0,HEMATOLOGY/ONCOLOGY,100.0,100.0,69.1,40.0,100.0,186
1760578397,SAWCER,DAVID,M,MD,OTHER,1993.0,DERMATOLOGY,100.0,100.0,88.0,40.0,100.0,186
1992179162,FRIEBEN,CODY,M,,OTHER,2015.0,NURSE PRACTITIONER,100.0,100.0,50.1,40.0,100.0,186
1134422934,LEE,RAYMOND,M,,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,2009.0,CARDIAC SURGERY,100.0,100.0,63.3,40.0,100.0,186
1033346812,POWERS,MATTHEW,M,,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,2007.0,CARDIAC SURGERY,100.0,100.0,84.1,40.0,100.0,186
1316988116,RAHMAN,JOSEPH,M,MD,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,2001.0,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,100.0,100.0,63.3,40.0,100.0,186
1548719222,JOHNSON,ZOE,F,,OTHER,2016.0,PHYSICIAN ASSISTANT,100.0,100.0,63.3,40.0,100.0,186
1942526405,KHALILI,SEYED,M,,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",2010.0,GERIATRIC MEDICINE,100.0,100.0,,40.0,100.0,186
1588839997,AHEARN,AARON,M,,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,2006.0,GENERAL SURGERY,100.0,100.0,63.3,40.0,100.0,186
1720168974,SAREMI,FARHOOD,M,,OTHER,1984.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,83.8,40.0,100.0,186
1073716692,JIBILIAN,AREK,M,,GEORGE WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,2001.0,INTERNAL MEDICINE,100.0,100.0,63.3,40.0,100.0,186
1851396717,TAYLOR-ALBERT,ELIZABETH,F,,DUKE UNIVERSITY SCHOOL OF MEDICINE,1987.0,RHEUMATOLOGY,100.0,100.0,,40.0,100.0,186
1255310041,ROSADO,ARIOSTO,M,MD,OTHER,1987.0,CRITICAL CARE (INTENSIVISTS),100.0,100.0,90.9,40.0,100.0,157
1043511900,LAPADAT,CONNIE,F,,OTHER,2005.0,NURSE PRACTITIONER,100.0,92.3,38.7,40.0,100.0,157
1003952151,PHILLIPS,TANYANIKA,F,,UNIVERSITY OF ROCHESTER SCHOOL OF MEDICINE AND DENTISTRY,1998.0,MEDICAL ONCOLOGY,100.0,100.0,,40.0,100.0,19
1902097744,MERLA,AMARTEJ,M,,OTHER,2002.0,HEMATOLOGY/ONCOLOGY,100.0,94.0,69.1,40.0,100.0,19
1477785160,ADEIMY,CAMILLE,M,,OTHER,2009.0,HEMATOLOGY/ONCOLOGY,100.0,100.0,,40.0,100.0,19
1538217567,JAMAL,FAIZI,M,MD,"UNIVERSITY OF CALIFORNIA, IRVINE, CALIFORNIA COLLEGE OF MEDICINE",2003.0,CARDIOVASCULAR DISEASE (CARDIOLOGY),100.0,100.0,83.4,40.0,100.0,19
1669628764,ARVANITIS,LEONIDAS,M,,OTHER,2005.0,PATHOLOGY,100.0,100.0,50.4,40.0,100.0,19
1073889002,SHAH,NIKITA,F,,OTHER,2012.0,SURGICAL ONCOLOGY,100.0,100.0,43.6,40.0,100.0,19
1033391966,ROCHA-CADMAN,XIOMARA,F,,OTHER,2005.0,PSYCHIATRY,100.0,100.0,29.5,40.0,100.0,19
1033291562,KIM,DANIEL,M,,LOMA LINDA UNIVERSITY SCHOOL OF MEDICINE,2003.0,MEDICAL ONCOLOGY,100.0,100.0,50.4,40.0,100.0,19
1093934390,ABDULLA,FARAH,F,,NORTHEASTERN OHIO UNIVERSITY COLLEGE OF MEDICINE,2004.0,DERMATOLOGY,100.0,100.0,50.4,40.0,100.0,19
1275949745,DURANI,URSHILA,F,,OTHER,2014.0,HEMATOLOGY,100.0,100.0,81.8,40.0,100.0,19
1235491598,GODFREY,JAMES,M,,OTHER,2012.0,HEMATOLOGY,100.0,100.0,,40.0,100.0,19
1306859772,ARTZ,ANDREW,M,MD,OTHER,1997.0,HEMATOLOGY,100.0,100.0,,40.0,100.0,19
1295176394,BABIKIAN,RAZMIG,M,,OTHER,2014.0,NURSE PRACTITIONER,100.0,91.3,,40.0,100.0,19
1659332831,PHAM,DAT,M,,UNIVERSITY OF FLORIDA COLLEGE OF MEDICINE,1997.0,HEMATOLOGY/ONCOLOGY,100.0,100.0,75.5,40.0,100.0,283
1326154907,GUSANI,NIRAJ,M,MD,PERELMAN SCHOOL OF MED AT THE UNIVERSITY OF PENNSYLVANIA,1998.0,SURGICAL ONCOLOGY,100.0,100.0,,40.0,100.0,283
1588944318,GIUDICE,KRISTIN,F,,OTHER,2011.0,PHYSICIAN ASSISTANT,100.0,100.0,43.7,40.0,100.0,283
1528029626,WETMORE,MALISA,F,,OTHER,1998.0,PHYSICIAN ASSISTANT,100.0,100.0,75.5,40.0,100.0,283
1386080364,AUGUSTYNIAK,HEATHER,F,,OTHER,2012.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,283
1467784439,MAHMOUD,OMAR,M,,OTHER,2001.0,RADIATION ONCOLOGY,100.0,100.0,58.1,40.0,100.0,283
1760663124,SAMIIAN,LAILA,F,,"UNIVERSITY OF MIAMI, LM MILLER SCHOOL OF MEDICINE",2000.0,SURGICAL ONCOLOGY,100.0,100.0,75.5,40.0,100.0,283
1952631632,CHEN,BRIAN,M,,OTHER,2009.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1427029628,HAIGHT,BRUCE,M,,OTHER,1978.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1235366782,MORRISON-REYES,JOSHUA,M,,OTHER,2009.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1306076716,BINDER,NICHOLAS,M,,"UNIVERSITY OF CALIFORNIA, IRVINE, CALIFORNIA COLLEGE OF MEDICINE",2009.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1982872552,PRABHU,SUJATA,F,,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,2007.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1477879823,GOLLOGLY,HEIDRUN,F,,NEW YORK MEDICAL COLLEGE,2010.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1437320785,DAVIS,MICHAEL,M,,NORTHEASTERN OHIO UNIVERSITY COLLEGE OF MEDICINE,2004.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1316199326,PATEL,SARJAN,M,,OTHER,2007.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1487082749,KIM,MELODY,F,,OTHER,2013.0,OPTOMETRY,100.0,89.0,100.0,40.0,100.0,148
1497790018,CULOTTA,ANTHONY,M,,TULANE UNIVERSITY SCHOOL OF MEDICINE,2001.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1508919085,SORIANO,CATHERINE,F,,ILLINOIS COLLEGE OF OPTOMETRY AT CHICAGO,2006.0,OPTOMETRY,100.0,89.0,100.0,40.0,100.0,148
1609848969,CHANG,TOM,M,MD,OTHER,1988.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1588624852,MCGRAW,JOSEPH,M,,TEMPLE UNIVERSITY SCHOOL OF MEDICINE,1991.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,148
1710922687,WASSERSTROM,JEFFREY,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1981.0,OPHTHALMOLOGY,100.0,89.0,100.0,40.0,100.0,148
1255726261,PALLA,MISBAH,M,,MEDICAL COLLEGE OF WISCONSIN,2015.0,FAMILY MEDICINE,100.0,100.0,76.4,40.0,100.0,250
1689836736,RASHID,SAIMA,F,,NEW YORK COLLEGE OF OSTEO MEDICINE OF NEW YORK INSTITUTE OF TECHNOLOGY,2007.0,INTERNAL MEDICINE,100.0,,75.1,40.0,100.0,250
1861882029,SUTHERLAND,JACKLINE,F,,OTHER,2012.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,157
1174572572,REINER,DAVID,M,MD,CHICAGO COLLEGE OF MEDICINE AND SURGERY,2000.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,214
1013942713,DARDASHTI,SIAMAK,M,MD,"UNIVERSITY OF CALIFORNIA, GEFFEN SCHOOL OF MEDICINE",1993.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1497798839,FENNELL,VINCENT,M,MD,"UNIVERSITY OF CALIFORNIA, GEFFEN SCHOOL OF MEDICINE",1965.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1558572867,SOMMERVILLE,BRITT,M,,MEDICAL COLLEGE OF GEORGIA SCHOOL OF MEDICINE,2006.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1851317549,BROWN,DOUGLAS,M,MD,UNIVERSITY OF ROCHESTER SCHOOL OF MEDICINE AND DENTISTRY,1993.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1366472748,SCHATZ,CHARLES,M,MD,UNIVERSITY OF ILLINOIS COLLEGE OF MED (CHI/PEOR/ROCK/CHM-URB),1967.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1740488717,SIMON,ROBERT,M,,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,2003.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1306844642,ZHANG,CHARLOTTE,F,,UNIVERSITY OF KANSAS SCHOOL OF MED (KC/WICH/SAL),2000.0,INTERNAL MEDICINE,100.0,,83.3,40.0,100.0,214
1801092705,MEHMI,INDERJIT,M,,OTHER,2007.0,MEDICAL ONCOLOGY,100.0,100.0,,40.0,100.0,214
1003999103,NGUYEN,DANH,M,MD,TUFTS UNIVERSITY SCHOOL OF MEDICINE,1994.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1023013349,SALBERG,JEFFREY,M,,WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE,1980.0,INTERNAL MEDICINE,100.0,100.0,70.3,40.0,100.0,214
1326043738,TANOUYE,GARY,M,,UNIVERSITY OF SOUTHERN CALIFORNIA KECK SCHOOL OF MEDICINE,1982.0,INTERNAL MEDICINE,100.0,100.0,46.6,40.0,100.0,214
1487658811,SOROUSHYARI,ARDESHIR,M,MD,UNIVERSITY OF SOUTHERN CALIFORNIA KECK SCHOOL OF MEDICINE,1999.0,INTERNAL MEDICINE,100.0,100.0,43.7,40.0,100.0,214
1710076054,FRANKL,SALLY,F,,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1984.0,INTERNAL MEDICINE,100.0,100.0,77.7,40.0,100.0,214
1154683530,KAZANCHYAN,MOVSES,M,,OTHER,2012.0,HOSPITALIST,100.0,100.0,,40.0,100.0,214
1235147638,KRASNY,ROBERT,M,MD,BOSTON UNIVERSITY SCHOOL OF MEDICINE,1989.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,214
1215371307,PAVLIK,KATHERINE,F,,OTHER,2013.0,PHYSICIAN ASSISTANT,100.0,100.0,,40.0,100.0,214
1194798207,MEDEIROS,FABIOLA,F,MD,OTHER,2001.0,PATHOLOGY,100.0,100.0,,40.0,100.0,214
1033552138,MEHTA,MITALI,F,,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,2013.0,HOSPITALIST,100.0,100.0,,40.0,100.0,214
1053636977,HENKE,THERESA,F,,BOSTON UNIVERSITY SCHOOL OF MEDICINE,2010.0,NEPHROLOGY,100.0,100.0,,40.0,100.0,214
1558458992,STEHLIK,JOSEF,M,MD,OTHER,1996.0,CARDIOVASCULAR DISEASE (CARDIOLOGY),100.0,100.0,51.6,40.0,100.0,18
1093968265,MORETTI,PAOLO,M,,OTHER,1990.0,NEUROPSYCHIATRY,100.0,100.0,51.6,40.0,100.0,18
1568707586,MAHONEY,KYLE,M,,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,2014.0,NEUROLOGY,100.0,100.0,,40.0,100.0,18
1376633909,TESKE,MICHAEL,M,MD,"UNIVERSITY OF CALIFORNIA, GEFFEN SCHOOL OF MEDICINE",1982.0,OPHTHALMOLOGY,100.0,100.0,84.1,40.0,100.0,18
1770526964,GUPTA,VIKAS,M,MD,OTHER,1992.0,HEMATOLOGY/ONCOLOGY,100.0,100.0,,40.0,100.0,1614
1083024194,MARK,MICHELLE,F,,OTHER,2014.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1093712986,VENKAT,RAJI,F,MD,OTHER,1988.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,8
1194798215,EMERY,PAUL,M,,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,1980.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,8
1124554472,REYES,MARIA,F,,OTHER,2014.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,8
1306070552,BUTTRUM,MANDY,F,,OTHER,2009.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1396897815,NAHIN,BARRY,M,,GEORGE WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,1990.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1437375433,ZDOROVYAK,INNA,F,,OTHER,2002.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1578513057,JOHNSON,JOSEPH,M,,UNIVERSITY OF ARKANSAS COLLEGE OF MEDICINE,1975.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1629377379,MERCADO,CHRISTOPHER,M,,UNIVERSITY OF NEVADA SCHOOL OF MEDICINE,2011.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1508154477,MARTINEZ SOSA,ORLANDO,M,,OTHER,2003.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,8
1457476707,TAHERIAN,ELHAM,F,,OTHER,2001.0,RHEUMATOLOGY,100.0,100.0,,40.0,100.0,8
1467834143,POERTNER,STEVEN,M,,UNIVERSITY OF NEVADA SCHOOL OF MEDICINE,2015.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1831509637,LEE,WINNER,M,,OTHER,2014.0,FAMILY MEDICINE,100.0,100.0,91.1,40.0,100.0,8
1710120068,MODJINOU,DODJI,M,,OTHER,2009.0,RHEUMATOLOGY,100.0,100.0,,40.0,100.0,8
1952653123,CHURCH,REBECCA,F,,OTHER,2012.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,8
1205809621,VON HARTLEBEN,KURT,M,,TEMPLE UNIVERSITY SCHOOL OF MEDICINE,1994.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,8
1801138573,MERCADO,KATRINA,F,,UNIVERSITY OF NEVADA SCHOOL OF MEDICINE,2013.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,8
1902803521,HONG,PATRICK,M,MD,OTHER,1994.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,8
1962688812,YANGA,ALMARIO,M,,OTHER,2003.0,HOSPITALIST,100.0,0.0,91.3,40.0,100.0,112
1356431464,CHOW,HSICHAO,M,MD,"UNIVERSITY OF CALIFORNIA, DAVIS SCHOOL OF MEDICINE",1981.0,GASTROENTEROLOGY,100.0,100.0,100.0,40.0,100.0,112
1679521827,HSU,RICHARD,M,,CHICAGO COLLEGE OF MEDICINE AND SURGERY,2004.0,GASTROENTEROLOGY,100.0,100.0,,40.0,100.0,112
1952637639,CHUNG-ESAKI,HANGYUL,F,,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,2009.0,EMERGENCY MEDICINE,100.0,100.0,100.0,40.0,100.0,112
1164798203,HAACK,SARA,F,,OTHER,2012.0,PSYCHIATRY,100.0,100.0,99.2,40.0,100.0,112
1720508658,CORTEZ,DENNIS,M,,OTHER,2017.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,241
1982707774,MEHTA,NIDHI,F,,OTHER,1987.0,NEUROLOGY,100.0,100.0,63.2,40.0,100.0,241
1013923598,SWANSON,SHANE,M,MD,UNIVERSITY OF MINNESOTA HOMEOPATHIC MEDICINE - NLG,2002.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,241
1235282559,EVANS,CLINTON,M,,"AT STILL UNIVERSITY OF HEALTH SCIENCES, COLLEGE OF OSTEO MED, KIRKSVILLE",2003.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,241
1629090709,JORDE,MICHAEL,M,MD,"UNIVERSITY OF MINNESOTA, DULUTH SCHOOL OF MEDICINE",1987.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,241
1265556583,WILLIAMS,RENE,M,MD,OTHER,1982.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,,40.0,100.0,241
1912021221,SKIPITIS,GREGORY,M,,UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE,1978.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,,40.0,100.0,241
1033464656,JOHNSON,PAUL,M,,"UNIVERSITY OF CALIFORNIA, DAVIS SCHOOL OF MEDICINE",2012.0,EMERGENCY MEDICINE,100.0,,100.0,40.0,100.0,241
1083723803,KEYSER,ERIC,M,MD,OTHER,1994.0,CARDIAC SURGERY,100.0,100.0,,40.0,100.0,241
1366461220,ROITMAN,JAY,M,DO,OTHER,1988.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,241
1407894702,MORANDA,JENNIFER,F,MD,"UNIVERSITY OF CALIFORNIA, DAVIS SCHOOL OF MEDICINE",2003.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,241
1417986746,SHEA,THEODORE,M,,LOMA LINDA UNIVERSITY SCHOOL OF MEDICINE,1987.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,,40.0,100.0,241
1871647347,MENDELSON,TERRIE,F,,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO SCHOOL OF MEDICINE",1984.0,INTERNAL MEDICINE,100.0,100.0,91.3,40.0,100.0,241
1407016637,MENDONSA,RENEE,F,,OTHER,2008.0,PHYSICIAN ASSISTANT,100.0,,100.0,40.0,100.0,241
